,Year,Month,Day,Hour,Minute,Temperature.daily.mean..2.m.above.gnd.,Relative.Humidity.daily.mean..2.m.above.gnd.,Mean.Sea.Level.Pressure.daily.mean..MSL.,Total.Precipitation.daily.sum..sfc.,Snowfall.amount.raw.daily.sum..sfc.,Total.Cloud.Cover.daily.mean..sfc.,High.Cloud.Cover.daily.mean..high.cld.lay.,Medium.Cloud.Cover.daily.mean..mid.cld.lay.,Low.Cloud.Cover.daily.mean..low.cld.lay.,Sunshine.Duration.daily.sum..sfc.,Shortwave.Radiation.daily.sum..sfc.,Wind.Speed.daily.mean..10.m.above.gnd.,Wind.Direction.daily.mean..10.m.above.gnd.,Wind.Speed.daily.mean..80.m.above.gnd.,Wind.Direction.daily.mean..80.m.above.gnd.,Wind.Speed.daily.mean..900.mb.,Wind.Direction.daily.mean..900.mb.,Wind.Gust.daily.mean..sfc.,Temperature.daily.max..2.m.above.gnd.,Temperature.daily.min..2.m.above.gnd.,Relative.Humidity.daily.max..2.m.above.gnd.,Relative.Humidity.daily.min..2.m.above.gnd.,Mean.Sea.Level.Pressure.daily.max..MSL.,Mean.Sea.Level.Pressure.daily.min..MSL.,Total.Cloud.Cover.daily.max..sfc.,Total.Cloud.Cover.daily.min..sfc.,High.Cloud.Cover.daily.max..high.cld.lay.,High.Cloud.Cover.daily.min..high.cld.lay.,Medium.Cloud.Cover.daily.max..mid.cld.lay.,Medium.Cloud.Cover.daily.min..mid.cld.lay.,Low.Cloud.Cover.daily.max..low.cld.lay.,Low.Cloud.Cover.daily.min..low.cld.lay.,Wind.Speed.daily.max..10.m.above.gnd.,Wind.Speed.daily.min..10.m.above.gnd.,Wind.Speed.daily.max..80.m.above.gnd.,Wind.Speed.daily.min..80.m.above.gnd.,Wind.Speed.daily.max..900.mb.,Wind.Speed.daily.min..900.mb.,Wind.Gust.daily.max..sfc.,Wind.Gust.daily.min..sfc.,pluie.demain
1519,2014,7,28,0,0,19.67,71.54,1012.11,13.7,0,56.77,45.67,47.42,52.21,286.85,3314.36,9.42,187.24,11.47,187.75,12.15,169.65,10.83,23.53,14.51,85,57,1015.2,1009.9,100,0,100,0,100,0,100,0,25.58,0.51,32.76,1.14,44.92,0.8,30.6,2.52,TRUE
1525,2014,8,3,0,0,20.21,72.21,1012.29,5.2,0,76.04,44.33,67.21,46,221.33,4673.39,4.63,203.25,5.26,234.57,12.1,262.54,8.49,22.81,17.48,90,55,1014.8,1010.8,100,0,100,0,100,0,100,0,10.59,0,11.61,0.72,26.63,3.05,15.12,3.24,TRUE
1527,2014,8,5,0,0,19.73,61.67,1018.34,0,0,16.42,0.42,9,11.62,842.42,6559.3,7.34,275.55,8.83,280.83,11.57,260.67,10.77,24.05,16.24,79,40,1019.3,1017.9,100,0,10,0,100,0,100,0,15.99,0.51,20.72,1.48,18,3.08,19.8,4.68,FALSE
1529,2014,8,7,0,0,20.09,67.88,1015.78,2.9,0,60.75,1.42,29.79,53.12,437.82,4664.49,5.92,223.93,7.3,229.65,15.26,265.79,9.6,23.8,16.63,81,54,1016.9,1014.8,100,0,22,0,100,0,100,0,10.79,1.8,14.66,1.3,22.78,5.01,18.36,1.8,TRUE
1531,2014,8,9,0,0,22,64,1013.22,6,0,67.54,30.12,41.96,53.75,387.62,3659.68,9.1,202,11.2,212.25,28.1,233.8,20.7,25.19,17.75,78,50,1015.1,1009.6,100,3.3,100,0,100,0,100,0,20.7,3.1,30.83,3.55,61.67,8.71,36,12.24,TRUE
1535,2014,8,13,0,0,16.57,72.75,1008.64,17.1,0,95.04,43.5,70.17,71.08,0,2050.56,16.88,177.65,22.65,184.12,33.36,210.84,23.58,19.06,14.51,89,58,1013.1,1005.3,100,17,100,0,100,0,100,0,41.22,2.28,51.46,2.55,84.61,1.8,49.68,2.52,TRUE
1537,2014,8,15,0,0,15.29,66.67,1015.29,8.4,0,90.08,0.92,42.54,88.96,132.77,3613.4,13.22,233.23,17.62,243.45,35.07,260.51,22.2,18.21,12.79,81,54,1018.6,1013.9,100,1,22,0,100,0,100,0,23.47,3.4,27.51,6.15,45.26,25.95,32.76,12.6,TRUE
1539,2014,8,17,0,0,17.13,56.83,1017.52,0,0,41.88,38.29,40.67,3.33,384.27,6044.88,9.66,215.95,10.09,224.86,20.99,267.04,16.56,22.51,11.54,70,43,1022,1013,100,0,100,0,100,0,10,0,20.42,1.14,23.44,1.08,39.25,11.17,29.52,6.48,FALSE
1541,2014,8,19,0,0,17.25,63.25,1013.3,0.4,0,80.67,5.5,8.5,80.67,220.85,4024.58,7.98,208.78,10.13,206.8,16.18,276.17,12.03,21.22,13.84,83,48,1014.8,1011.9,100,0,28,0,100,0,100,0,16.58,2.16,18.19,2.81,24.22,3.62,25.56,1.8,TRUE
1547,2014,8,25,0,0,15.81,66.92,1016.6,0.4,0,96.83,56.71,96.83,33.88,37.71,3987.2,6.07,159.15,7.32,172.93,12.76,241.45,11.07,19.66,12.71,89,49,1019.4,1011,100,38,100,0,100,38,100,0,14.35,0.72,23.2,0.8,28.53,3.98,30.6,1.44,TRUE
1549,2014,8,27,0,0,17.64,76.67,1014.2,5.2,0,54.46,10.67,26.5,44.04,466.68,4877.2,11.16,242.57,15.17,245.6,28.62,268.81,18.21,19.91,14.48,87,67,1016.8,1011,100,0,100,0,100,0,100,0,20.52,2.1,23.41,2.28,44.65,8.59,26.64,1.8,FALSE
1551,2014,8,29,0,0,19.33,75.88,1017.57,4.8,0,71.2,26.79,61.96,60.17,65.25,2568.54,5.97,177.29,7.63,199.87,21.1,262.7,11.88,22.42,16.78,89,64,1019.7,1016.7,100,0,100,0,100,0,100,0,12.03,1.61,18.72,1.53,31.37,11.3,21.96,4.32,TRUE
1553,2014,8,31,0,0,17.08,75.58,1016.08,6,0,94.17,61.08,77.58,56.54,81.7,1786.23,10.47,265.91,14.74,288.73,25.84,292.38,17.99,18.41,14.37,88,66,1017.3,1015,100,0,100,0,100,0,100,0,22,5.35,26.67,7.92,39.6,9.01,29.88,11.52,FALSE
1555,2014,9,2,0,0,15.22,70.04,1019.88,0,0,15.42,0,8.75,6.83,657.14,5829.5,7.28,89.78,11.47,88.95,16.13,66.64,14.43,20.18,10.1,84,52,1021.2,1018,100,0,0,0,100,0,100,0,9.78,4.9,18.09,6.49,29.57,8.29,21.6,7.56,FALSE
1557,2014,9,4,0,0,19.16,75.21,1014.7,0,0,57.13,52.83,43.96,12.75,326.68,5656.84,4.96,113.67,6.66,98.95,9.69,126.15,6.19,24.04,13.82,95,55,1015.8,1013.8,100,1.5,100,5,100,0,100,0,12.9,0.36,13.91,0.36,41.49,1.14,11.16,2.52,FALSE
1559,2014,9,6,0,0,20.82,66.83,1012.65,0.1,0,8.83,6.96,3.38,7.08,685.88,5445.02,3.73,206.11,4.47,214.91,2.38,233.7,4.15,24.91,16.93,79,50,1013.6,1011.7,100,0,75,0,39,0,100,0,6.62,0.51,11.48,0.72,6.13,0.36,8.28,0.36,FALSE
1561,2014,9,8,0,0,21.36,68.92,1015.24,0,0,1.73,2.04,0,1.67,757.58,5574.96,4.8,181.68,4.97,177.04,4.7,237.81,6.11,26.42,16.5,85,50,1016.2,1014.5,10,0,22,0,0,0,10,0,9.45,1.8,9.93,0,10.63,0.72,12.96,0.72,TRUE
1565,2014,9,12,0,0,13.26,82.38,1017.79,0.6,0,98.96,0.83,40.12,91.67,12.13,2943.23,10.22,305.25,12.73,306.55,20.22,140.24,14.21,16.66,9.98,92,67,1019.3,1016.4,100,75,12,0,100,0,100,0,19.13,3.67,21.13,5.24,46.22,3.22,26.28,3.24,FALSE
1567,2014,9,14,0,0,15.67,76.33,1017.42,0,0,14.62,0,0,14.62,611.11,4959.08,6.58,175.84,9.89,147.55,24.12,82.2,14.39,23.03,9.24,97,52,1020.2,1014.5,100,0,0,0,0,0,100,0,13.21,0.72,19.59,0,31.88,13.76,21.6,4.68,TRUE
1569,2014,9,16,0,0,20.14,66.21,1013.96,0.5,0,24.98,2.83,0.38,24.12,653.96,5095.25,4.47,110.43,4.99,113.78,8.43,184.22,4.92,24.56,16.54,79,52,1015.5,1012,100,0,37,0,7,0,100,0,8.05,2.28,15.51,1.02,18.53,1.53,15.84,0.72,FALSE
1573,2014,9,20,0,0,19.58,76.58,1016.47,4,0,68.08,7.29,45.79,56.88,371.5,3333.94,7.16,190.97,9.13,204.14,19.82,257.96,11.98,23.39,16.55,96,56,1017.5,1015.5,100,0,100,0,100,0,100,0,12.61,2.55,16.45,2.52,36,4.84,18.36,2.88,TRUE
1575,2014,9,22,0,0,13.17,77.04,1020.27,1.9,0,37.88,13.5,0.88,35.58,528.47,4408.17,12.35,333.43,17.15,310.08,21.99,251.69,17.88,16.61,9.63,96,49,1022.1,1018.6,100,0,96,0,21,0,100,0,19.14,2.16,25.81,8.43,51.9,13.04,29.52,7.92,FALSE
1577,2014,9,24,0,0,13.31,69.04,1015.52,0.1,0,47.11,16.25,37.33,42.83,324.9,3801.19,10.01,185.47,14.98,188.56,29.45,248.46,16.68,20.42,6.41,85,49,1018.5,1013,100,0,100,0,100,0,100,0,20.77,1.08,23.28,1.48,49.9,7.77,27.36,6.48,TRUE
1581,2014,9,28,0,0,18,70,1024.87,0,0,13.97,32.96,8.92,0,534.73,4396.6,7.43,178.72,11.93,180.42,9.22,271.92,7.87,24.38,11.16,90,48,1026.2,1023.5,100,0,100,0,100,0,0,0,12.54,0.72,25.7,0.36,17.6,1.53,17.28,0.72,FALSE
1585,2014,10,2,0,0,16.47,77.04,1026.46,0,0,2.04,0.04,0,2.04,682.38,4291.58,5.83,119.22,9.68,110.15,16.92,75.28,13.42,21.56,12.1,94,59,1027.7,1025.1,12,0,1,0,0,0,12,0,9.02,0.8,18.72,2.04,30.66,7.39,19.8,3.96,FALSE
1587,2014,10,4,0,0,15.82,71.96,1016.99,0.1,0,5.75,11.38,3.67,2.54,628.56,4234.62,7.28,167.58,12.96,168.26,12.73,219,11.9,21.32,9.35,90,56,1020.3,1014.3,46,0,100,0,46,0,11,0,11.97,0.36,24.29,0,25.46,3.71,19.08,5.4,TRUE
1589,2014,10,6,0,0,15.41,72.75,1012.01,0.1,0,54.23,40.29,24.71,37.25,455.49,4014.79,8.58,193.06,12.72,199.2,14.5,211.97,14.49,21.31,12.03,94,38,1014.6,1009,100,0,100,0,100,0,100,0,15.11,1.44,28.04,1.44,43.06,1.53,35.64,5.4,TRUE
1591,2014,10,8,0,0,19.67,66.92,1009.72,1.9,0,93.21,42.12,77.96,59.04,80.43,3075.84,13.05,180.09,18.33,195.37,48.84,237.37,29.94,24.12,14.61,95,45,1012.2,1007.4,100,12,100,0,100,0,100,0,22.73,7.28,29.09,10.18,67.98,31.94,42.84,19.8,TRUE
1593,2014,10,10,0,0,17.28,82.67,1013.53,0.5,0,88.42,18.92,88.42,71.54,33.61,2263.27,8.46,185.67,11.31,202.29,24.56,240.18,20.75,19.81,14.28,95,69,1014.8,1011.5,100,34,78,0,100,34,100,0,14.8,0.72,22.27,1.08,58.61,0.8,36.36,7.92,TRUE
1599,2014,10,16,0,0,17.34,73.96,1009.35,1.9,0,83.34,42.92,55.88,56.17,226.47,2480.43,10.55,195.62,14.73,221.46,39,256.27,21.18,20.22,14.5,90,62,1011.4,1007.8,100,18,100,0,100,0,100,0,21.71,4.33,27.6,4.1,61.22,23.58,36,3.6,TRUE
1603,2014,10,20,0,0,18.59,69.08,1019.94,2.3,0,95.04,73.08,95.04,45.25,26.81,2635.29,6.31,220.74,7.31,245.95,28.59,272.94,15.3,22.91,15.28,90,47,1022.7,1017.1,100,41,100,11,100,41,100,0,11.48,1.48,17.29,1.44,43.2,12.85,23.76,4.32,TRUE
1605,2014,10,22,0,0,7.91,72.08,1018.9,4.7,0,58.88,0,0.42,58.88,354.49,2593.46,31.47,283.89,39.87,284.79,63.98,301.61,42.6,9.94,5.61,81,57,1022.5,1016.4,100,0,0,0,7,0,100,0,34.17,24.86,43.32,31.56,75.96,48.41,47.52,35.64,FALSE
1607,2014,10,24,0,0,8.98,73.38,1021.31,0,0,16.77,1.83,10.12,9.12,501.33,3284.99,7.96,112.27,12.38,106.94,25.04,100.56,16.26,15.04,3.04,90,55,1023.9,1019.1,100,0,14,0,59,0,100,0,18.73,3.98,20.55,6.03,40.13,8.71,24.84,9.72,FALSE
1611,2014,10,28,0,0,10.39,75.75,1019.97,0,0,24,13.83,21.79,2.21,584.24,3074.06,8.85,108.11,13.33,126.33,15.39,233.03,8.76,15.89,5.6,90,58,1022.7,1017,100,0,83,0,100,0,33,0,13.04,3.76,25.54,1.61,34.25,6.13,13.32,2.16,FALSE
1613,2014,10,30,0,0,13.19,71.58,1023.9,0,0,57.42,0.29,17.29,52.04,198.43,2226.78,6.57,124.33,8.23,129.01,11.38,205.39,8.84,17.5,9.76,82,62,1026.3,1022,100,0,7,0,100,0,100,0,10.64,2.97,21.37,1.08,19.49,1.3,17.28,2.52,FALSE
1615,2014,11,1,0,0,14.81,69,1022.81,0,0,7.14,23.79,1.79,0,599.49,2867.58,4.72,130.63,8.52,155.19,14.28,167.35,9.19,19.56,11.45,85,56,1024.1,1021,30,0,100,0,27,0,0,0,7.79,0.72,21.2,2.1,17.99,6.92,21.6,2.16,FALSE
1617,2014,11,3,0,0,14.16,59.17,1009.37,0,0,63.35,27.04,62.29,46.75,41.08,1349.24,10.96,143.25,15.58,169.63,58.93,225.16,30.57,17.91,11.47,77,42,1015.3,1001.7,100,0,100,0,100,0,100,0,17.67,4.9,27.37,4.21,74.69,28.36,43.2,20.16,TRUE
1623,2014,11,9,0,0,8.91,80,1009.1,2.8,0,78.65,51.71,76.29,29.83,48.51,2056.79,9.79,176.72,16.36,184.69,15.9,219.03,12.63,14.89,3.9,96,60,1010.7,1006.8,100,1.5,100,0,100,0,100,0,13.68,2.81,27.42,2.31,32.4,4.74,20.88,6.84,TRUE
1627,2014,11,13,0,0,10.27,87,1011.71,3.3,0,54.33,25.96,34.96,48.12,358.29,2225,5.59,145.6,9.29,172.23,16.93,160.95,8.74,13.46,7.28,96,71,1012.8,1009.8,100,0,100,0,100,0,100,0,10.97,0,23.86,1.61,23.83,6.12,19.08,2.52,FALSE
1629,2014,11,15,0,0,9.78,84.21,1002.99,7.2,0,89.83,45.5,85.33,85.21,33.83,882.88,7.29,204.71,11.65,181.73,17.79,221.44,12.69,12.26,8.22,94,74,1005.2,1001,100,0,100,0,100,0,100,0,14.76,0.36,25.95,2.31,53.71,3.55,26.64,2.88,TRUE
1631,2014,11,17,0,0,9.2,75.75,1003.63,1,0,78.38,46.54,68.96,71.67,146.92,1654.51,10.28,155.55,14.31,163.23,23.27,200.19,19.94,12.08,5.5,89,64,1005.9,1002.4,100,2,100,0,100,2,100,0,15.98,5.12,24.15,5.86,62.37,5.45,38.88,7.2,TRUE
1633,2014,11,19,0,0,8.65,80.29,1017.84,0,0,54.27,9.42,4.88,48.12,329.74,2168.04,4.52,172.61,7.7,180.53,15.52,233.32,10.11,10.6,6.35,88,68,1023.4,1011.6,100,0,100,0,47,0,100,0,9.37,0.36,16.95,1.61,32.47,1.08,20.16,3.96,FALSE
1635,2014,11,21,0,0,9.49,75.88,1020.9,0,0,54.12,17.83,37.04,47.5,392.03,2093.28,10.88,111.37,17.79,116.99,8.59,246.78,10.47,13.39,6.91,90,64,1023.6,1018.5,100,0.9,98,0,100,0,100,0,15.94,5.5,23.86,7.39,26.37,1.44,17.28,2.88,FALSE
1637,2014,11,23,0,0,9.44,80.71,1020.72,0,0,31.55,33.92,28.96,1,489.63,2099.51,13.65,118.16,25.44,122.44,15.85,206.8,13.51,15.83,5.51,92,54,1022.9,1019.2,100,0,100,0,100,0,14,0,22.07,8.89,35.82,15.89,31.94,1.48,20.88,6.84,FALSE
1641,2014,11,27,0,0,9.36,81.33,1008.59,0,0,61.2,42.54,48.25,42.38,189,1723.04,10.88,113.26,19.65,117.71,10.46,161.07,10.84,13.74,6.04,94,67,1011.4,1006.5,100,0,100,0,100,0,100,0,17.11,7.09,25.77,7.24,29.32,0.8,20.88,3.6,FALSE
1643,2014,11,29,0,0,4.19,88.08,1011.98,0,0,42.27,4.83,0,41.92,283.86,1802.25,3.91,273.62,5.61,270.82,16.5,98.22,12.28,7.27,2.32,96,72,1013.6,1010.1,100,0,29,0,0,0,100,0,8.79,0.51,10.69,1.02,24.25,9.79,21.96,3.96,FALSE
1647,2014,12,3,0,0,3.52,86.67,1014.12,0,0,96.25,5.21,14.71,96.25,0,1134.75,8.33,269.67,10.53,272.01,12.07,89.26,9.78,6.18,1.8,93,77,1015.7,1012,100,10,40,0,43,0,100,10,14.84,3.83,21.07,3.83,20.35,5.51,23.76,2.16,FALSE
1649,2014,12,5,0,0,3.3,89.33,1018.43,0,0,59.96,7.71,7.75,58.58,120,1703.46,7.48,213.91,9.84,222.55,10.17,203.26,9.38,6.08,0.5,97,77,1020.5,1016.3,100,0,36,0,32,0,100,0,14.26,0.51,15.79,1.14,18.89,2.74,16.56,3.24,TRUE
1651,2014,12,7,0,0,3.49,86.29,1023.35,0,0,81.79,3.67,12.5,73.46,135.6,1462.27,8.26,277.41,11.05,279.99,14.39,173.58,11.6,4.71,2.08,96,74,1024.4,1022.2,100,2,41,0,100,0,100,0,13.04,1.53,19.06,3.1,36.29,1.53,18,4.68,TRUE
1653,2014,12,9,0,0,2.23,85.25,1027.12,0.8,0.84,52.01,2.67,18,49.88,226.62,1463.16,10.52,288.63,12.86,292.93,14.57,165.45,13.39,4.94,0.78,95,72,1032.1,1020,100,0,27,0,100,0,100,0,22.55,2.04,25.05,1.8,40.08,2.55,26.28,2.88,TRUE
1655,2014,12,11,0,0,5.74,75.83,1021.45,0.2,0,57.13,5.08,12.33,48.96,417.85,1755.97,23.18,249.63,31.09,250.65,57.72,266.08,35.15,8.22,3.61,86,64,1024.1,1019.3,100,0,53,0,67,0,100,0,33.03,11.59,40.9,16.58,77.39,35.31,45.36,21.6,FALSE
1659,2014,12,15,0,0,9.27,82.54,1016.95,0,0,84.12,12.75,50.75,73.5,101.36,1423.11,8.14,209.9,12.15,228.73,32.4,258.19,17.26,11.94,6.53,93,75,1018.8,1015.5,100,1,100,0,100,0,100,0,16.62,1.44,20.27,2.9,39.21,20.99,25.92,4.68,FALSE
1663,2014,12,19,0,0,11.58,73.88,1021.62,1.6,0,67.31,36.79,61.29,30.12,0,1225.53,25.25,247.84,34.64,248.2,71.58,262.48,39.31,13.65,9.64,84,63,1022.7,1020.1,100,0,100,0,100,0,100,0,37.35,17.73,47.98,26.89,89.74,57.99,55.08,31.32,TRUE
1665,2014,12,21,0,0,5.06,82.38,1034.84,0,0,54.77,2.83,1.29,54.29,185.05,1618.02,13.16,260.04,18.01,264.75,32.14,282.23,20.32,7.18,2,88,74,1036.3,1032,100,0,30,0,31,0,100,0,25.26,6.19,33.17,10.54,55.33,17.73,37.08,12.96,FALSE
1667,2014,12,23,0,0,5.28,53.21,1026.4,0,0,0.24,0.79,0.04,0,569.21,1770.21,7.25,120.79,7.73,142.47,49.87,263.89,19.86,8.68,3.15,71,38,1029.2,1023.5,2.4,0,8,0,1,0,0,0,9.83,3.67,13.4,3.26,57.29,41.77,27.72,5.76,FALSE
1669,2014,12,25,0,0,6.58,75.79,1025.35,1.2,0,87.25,17.08,28.96,66.42,85.48,1302.07,17.33,279.09,24.17,279.75,43.55,296.05,26.83,8.68,3.53,89,64,1028.9,1021.6,100,0,100,0,100,0,100,0,21.32,11.88,29.62,17.24,70.58,24.86,33.12,19.8,TRUE
1671,2014,12,27,0,0,2.3,79.62,1005.77,6.3,1.82,93.42,40.38,86.38,89.83,0,1092.03,42.31,213.72,50.88,216.3,75.5,252.54,48.04,5.33,-0.52,89,62,1025.7,996,100,7,100,0,100,0,100,0,69.42,6.62,79.78,9.18,109.18,16.3,77.4,3.6,TRUE
1673,2014,12,29,0,0,-4.25,79.38,1032.81,6.2,2.1,58.12,9.62,43.38,56.71,18.9,645.25,21.17,257.82,22.84,259.38,31.12,194.28,24.4,0.29,-9.25,99,59,1036.6,1028.8,100,0,88,0,100,0,100,0,38.18,0.72,43.56,2.6,59.98,11.3,45.72,7.92,TRUE
1677,2015,1,2,0,0,2.56,78.04,1035.53,4.2,0,53.89,35,38.79,43.92,64.67,880.21,8.11,186.1,11.61,207.19,33.44,272.51,18.48,6.79,-0.52,89,64,1037.4,1034.3,100,0,100,0,100,0,100,0,15.39,3.4,23.51,4.02,61.2,4.83,34.2,1.08,TRUE
1679,2015,1,4,0,0,4.18,80.54,1034.06,1.1,0,47.42,0,0,47.42,355.91,1288.72,11.21,282.42,13.57,272.9,28.09,176.53,16.35,10.34,2.14,91,70,1040.2,1022.5,100,0,0,0,0,0,100,0,37.44,2.9,47.88,1.44,90.58,2.88,55.44,2.16,FALSE
1683,2015,1,8,0,0,6.77,75.62,1033.22,0.4,0,56,18.96,22.58,51.5,238.18,1627.81,17.51,224.42,26.32,240.42,56.34,264,30.15,10.52,2.14,88,62,1034.6,1031.3,100,0,100,0,100,0,100,0,33.85,7.64,44.01,15.99,86.51,29.6,53.28,16.2,TRUE
1685,2015,1,10,0,0,13.35,77.42,1022.97,0,0,82.12,33.88,57.08,44.96,176.17,1829.84,37.99,259.51,48.74,259.29,97.69,275.2,57.69,15.37,12.12,83,68,1026.9,1017.8,100,0,100,0,100,0,100,0,44.13,31.68,54.59,41.04,110.4,82.07,64.8,47.16,TRUE
1687,2015,1,12,0,0,6.31,50.46,1027.17,0,0,87.71,57.5,87.21,4.58,0,1319.87,18.44,242.67,25.48,249.88,71.33,261.06,37.88,12.15,2.69,79,29,1030.8,1023.5,100,0.6,100,2,100,0,100,0,33.19,3.88,42.8,0,86.14,61.96,46.44,29.88,FALSE
1689,2015,1,14,0,0,8.09,71.25,1017.85,1.5,0,60.55,22.21,40.04,42.25,182.95,1533.47,22.78,251.55,31.11,253.08,66.12,258.29,40.84,10.66,5.46,88,59,1021.6,1015,100,0,100,0,100,0,100,0,35.75,7.93,45.2,16.43,79.76,48.24,56.52,23.04,FALSE
1691,2015,1,16,0,0,8.36,69.25,1006.55,8.7,0,83.88,57.42,83.88,81.67,0,790.32,12.7,194.28,18.44,210.81,52.31,240.68,29.75,12.61,5.32,96,44,1008.4,1004.4,100,0,100,0,100,0,100,0,20.63,6.19,28.16,9.03,87.59,19.44,42.12,6.84,TRUE
1693,2015,1,18,0,0,1.39,78.25,1017.53,0,0,49.38,6.5,49.38,0,46.6,2120.87,10.68,129.98,14.47,140.01,14.25,215,11.11,5.65,-1.02,93,58,1021.4,1013.5,100,0,37,0,100,0,0,0,15.07,5.86,26.99,6.48,21.05,4.8,15.48,6.48,TRUE
1695,2015,1,20,0,0,2.36,86.38,1011.47,3.3,1.33,97.67,1,88.83,97.58,5.16,1615.35,11.14,288.4,13.03,289.11,8.89,292.13,11.57,3.88,1.21,93,72,1012.2,1010.3,100,67,24,0,100,47,100,65,17.19,1.44,21.97,1.48,23.69,0.72,19.8,2.88,FALSE
1699,2015,1,24,0,0,1.05,84.62,1023.42,4.1,0.91,89.67,10.12,35.33,76.04,29.36,1488.97,14.31,254.61,16.42,256.12,22.77,168.14,17.07,3.31,-0.77,96,64,1025.2,1020.9,100,23,100,0,100,0,100,0,33.24,0.8,37.94,2.52,66.82,1.48,34.2,4.32,TRUE
1701,2015,1,26,0,0,2.72,85.25,1026.53,11,2.17,100,33.67,95.75,96.25,0,1059.99,12.26,253.9,15.31,256.47,25.64,286.16,17.67,4.05,1.35,92,71,1030,1021.5,100,100,100,0,100,0,100,36,23.75,4.02,28.74,5.41,64.44,5.41,40.32,7.92,TRUE
1703,2015,1,28,0,0,3.65,78.33,1018.12,1.4,0.28,87.22,27.62,52.29,71,118.48,1846.75,19.09,248.45,24.95,251.03,39.68,277.16,26.79,6.57,1.34,94,60,1024.1,1006.6,100,0.6,100,0,100,0,100,0,28.66,11.16,36.8,17.65,86.75,12.03,45.36,12.96,TRUE
1705,2015,1,30,0,0,2.74,77.96,978.45,5.1,0.14,77.17,13.92,72.29,62.33,150.31,2108.41,33.36,258.42,41.62,259.03,60.32,265.51,44.1,5.5,-0.42,88,59,981.4,976.1,100,3,100,0,100,0,100,0,41.92,25.57,52.84,33.77,77.89,48.16,52.56,37.08,TRUE
1707,2015,2,1,0,0,1.54,81.38,990.68,4.9,0.98,75.08,0,63.42,69,104.03,1258.46,31.39,262.94,38.37,264.69,51.7,277.15,40.59,3.62,0.43,91,65,996.6,986.1,100,0,0,0,100,0,100,0,46.61,16.3,54.76,24.77,66.94,33.65,51.84,30.6,TRUE
1709,2015,2,3,0,0,1.15,78.04,1002.33,0.1,0,70.96,54.08,66.88,49.92,239.77,2427.03,11.94,96.64,15.34,118.29,14.16,116.4,13.77,4.42,-0.84,93,58,1004.6,1000.4,100,13,100,3,100,13,100,0,19.93,4.61,26.54,5.35,41.05,1.8,24.12,4.32,FALSE
1711,2015,2,5,0,0,-0.05,65.83,1012.14,0,0,87.96,4.54,44.88,84.17,21.06,1929.52,23.19,47.89,29.29,51.05,49.6,70.75,30.28,1.69,-1.91,72,56,1013.7,1010.5,100,2,30,0,100,0,100,0,35.01,13.39,41.09,19.09,64.83,34.6,39.24,20.88,FALSE
1713,2015,2,7,0,0,-0.91,61.67,1025.63,0,0,8.44,8.67,8.12,0,468.84,2948.57,14.43,76.46,17.51,65.24,59.23,82.09,31.82,2.59,-3.69,76,47,1030.4,1020.3,100,0,100,0,100,0,0,0,29.27,0.72,32.2,3.89,84.6,27.01,49.68,10.08,TRUE
1715,2015,2,9,0,0,1.81,73.08,1033.65,0,0,57.04,0.5,0,57.04,313.71,2770.57,10.47,250.04,13.55,225.83,15.41,232.24,15.11,5.63,-1.33,88,52,1035.7,1031.3,100,0,12,0,0,0,100,0,19.96,3.22,19.92,5.01,35.13,6.88,21.6,5.4,FALSE
1717,2015,2,11,0,0,3.29,80.62,1026.54,0,0,14.12,0,0,14.12,606.18,3058.93,12.96,112.29,19.92,114.78,18.37,179.19,13.88,9.16,-0.51,96,65,1029.2,1023.5,100,0,0,0,0,0,100,0,21.47,6.92,29.41,10.95,36.73,0.8,20.88,5.04,FALSE
1719,2015,2,13,0,0,6.9,59.62,1019.61,0,0,68.21,30.92,67.75,21.92,19.68,2986.84,7.32,121.38,11.16,133.05,20.96,234.91,10.29,11.99,3.62,82,47,1022.9,1015.2,100,0,100,0,100,0,100,0,10.46,2.55,20.63,3.1,49.65,7.42,22.68,2.52,TRUE
1721,2015,2,15,0,0,6.96,78.04,1009.55,0.5,0,91.79,1,91.79,50.62,10.85,2667.33,6.52,172,9.36,180.77,11.51,127.05,10.5,10.13,4.4,92,58,1014.4,1007.4,100,27,14,0,100,27,100,0,11.17,3.1,17.6,3.67,22.68,4.55,18.36,5.4,FALSE
1725,2015,2,19,0,0,3.1,77.04,1032.62,0,0,0,0,0,0,692.28,3471.89,6.23,127.09,10.54,139.99,25.19,235.26,10.47,7.7,-0.46,94,58,1037.6,1027.1,0,0,0,0,0,0,0,0,10.88,0.36,24.72,1.02,45.21,8.09,20.88,3.24,FALSE
1727,2015,2,21,0,0,4.56,73.92,1003.41,6.9,0,87.5,37.79,87.5,86.71,0,1003.92,18.2,232.02,25,240.17,52.75,257.66,32.67,5.83,3.33,89,55,1008.3,1001,100,0,100,0,100,0,100,0,30.96,3.4,43.31,8.43,101.31,10.16,55.44,10.8,TRUE
1731,2015,2,25,0,0,4.84,70.25,1019.08,0.2,0.35,49,0.08,1.17,49,506.19,3738.89,10.22,238.65,13.35,238.44,16.07,283.68,13.01,8.2,2.06,89,48,1021.3,1017.2,100,0,2,0,20,0,100,0,15.68,2.55,23.09,2.9,36.74,4.69,27.36,2.52,FALSE
